"name","year","undergraduate_enrollment","tuition_and_fees_2018_19","institution_size_category","level_of_institution","degree_of_urbanization_urban_centric_locale","mean_enrollment","mean_african_american","mean_asian","mean_hispanic","mean_white","mean_women","mean_admitted","quantiles_women","quantiles_admission"
"Lycoming College",2018,1142,40315,"1,000 - 4,999","Four or more years","City",1287.88888888889,7.77777777777778,0.888888888888889,5.88888888888889,72.6666666666667,54,69,"50 to 74%","50 to 74%"
"Moore College of Art and Design",2018,372,41424,"Under 1,000","Four or more years","City",424,17.1111111111111,3.22222222222222,6,62,100,61.1111111111111,"75 to 100%","50 to 74%"
"Pennsylvania State University-Penn State Beaver",2018,622,13702,"Under 1,000","Four or more years","Suburb",740.666666666667,9,2.33333333333333,4.22222222222222,73.1111111111111,42,83.5555555555556,"25 to 49%","50 to 74%"
"Pennsylvania State University-Penn State Fayette- Eberly",2018,640,13702,"Under 1,000","Four or more years","Suburb",784.666666666667,4,0.777777777777778,2,86.7777777777778,57,85.3333333333333,"50 to 74%","75 to 100%"
"Pennsylvania State University-Penn State Hazleton",2018,676,14468,"Under 1,000","Four or more years","Suburb",940.111111111111,12.1111111111111,3.33333333333333,16.2222222222222,61.5555555555556,46,87.4444444444444,"25 to 49%","75 to 100%"
"Pennsylvania State University-Penn State Schuylkill",2018,609,14468,"Under 1,000","Four or more years","Town",825.444444444444,20.2222222222222,1.77777777777778,6.55555555555556,64.6666666666667,58,78.2222222222222,"50 to 74%","50 to 74%"
"Citadel Military College of South Carolina",2018,2911,12516,"1,000 - 4,999","Four or more years","City",2694.55555555556,9,2.22222222222222,6.11111111111111,77.2222222222222,10,76.6666666666667,"0 to 24%","75 to 100%"
"University of South Carolina-Beaufort",2018,2116,10730,"1,000 - 4,999","Four or more years","Town",1905.77777777778,20.2222222222222,1.11111111111111,6.44444444444444,62.6666666666667,64,67.3333333333333,"50 to 74%","50 to 74%"
"Black Hills State University",2018,3745,8733,"1,000 - 4,999","Four or more years","Town",3935.77777777778,1.33333333333333,0.777777777777778,4.11111111111111,83.6666666666667,63,88.4444444444444,"50 to 74%","75 to 100%"
"Dakota State University",2018,2993,9276,"1,000 - 4,999","Four or more years","Town",2854.66666666667,3.33333333333333,1.44444444444444,3.33333333333333,85,47,85.4444444444444,"25 to 49%","75 to 100%"
"Bryan College-Dayton",2018,1189,26800,"1,000 - 4,999","Four or more years","Town",1371.88888888889,4.55555555555556,0.666666666666667,2.33333333333333,83.2222222222222,54,49,"50 to 74%","50 to 74%"
"Cumberland University",2018,2093,22890,"1,000 - 4,999","Four or more years","Town",1462,11.2222222222222,1.11111111111111,3,65.7777777777778,57,51,"50 to 74%","50 to 74%"
"Lee University",2018,4883,17690,"5,000 - 9,999","Four or more years","City",4537.22222222222,5,1,3.22222222222222,76.7777777777778,59,82.3333333333333,"50 to 74%","75 to 100%"
"The University of the South",2018,1698,45120,"1,000 - 4,999","Four or more years","Rural",1614.77777777778,4.44444444444444,1.88888888888889,4.55555555555556,82.3333333333333,52,56,"50 to 74%","50 to 74%"
"Tennessee Technological University",2018,9006,8731,"10,000 - 19,999","Four or more years","Town",9698.77777777778,4,1.33333333333333,2.44444444444444,83.1111111111111,45,82.8888888888889,"25 to 49%","75 to 100%"
"East Texas Baptist University",2018,1485,26370,"1,000 - 4,999","Four or more years","Town",1281.22222222222,19.1111111111111,0.444444444444444,10.5555555555556,64.6666666666667,53,56.7777777777778,"50 to 74%","50 to 74%"
"Hardin-Simmons University",2018,1762,28990,"1,000 - 4,999","Four or more years","City",1763.33333333333,6.77777777777778,1.77777777777778,15,67.7777777777778,53,61.6666666666667,"50 to 74%","75 to 100%"
"Midwestern State University",2018,5372,9233,"5,000 - 9,999","Four or more years","City",5339.88888888889,13.7777777777778,3,15.4444444444444,55.3333333333333,58,69.6666666666667,"50 to 74%","50 to 74%"
"Rice University",2018,3992,47350,"5,000 - 9,999","Four or more years","City",3868.77777777778,6.77777777777778,22.7777777777778,14,38.2222222222222,48,16.3333333333333,"25 to 49%","0 to 24%"
"Saint Edward's University",2018,3789,45428,"1,000 - 4,999","Four or more years","City",4115.55555555556,4,2.66666666666667,38.2222222222222,41.7777777777778,61,74.2222222222222,"50 to 74%","75 to 100%"
"Texas A & M University-College Station",2018,53743,11870,"20,000 and above","Four or more years","City",46309.4444444444,3,5.77777777777778,20.4444444444444,66.1111111111111,48,68,"25 to 49%","50 to 74%"
"Texas Woman's University",2018,10388,7796,"10,000 - 19,999","Four or more years","City",9552.22222222222,19.5555555555556,8.11111111111111,25.2222222222222,42.1111111111111,89,86.7777777777778,"75 to 100%","75 to 100%"
"Hampton University",2018,3672,26702,"1,000 - 4,999","Four or more years","City",3828,93.6666666666667,0.555555555555556,1,2.77777777777778,65,43.2222222222222,"50 to 74%","25 to 49%"
"James Madison University",2018,19923,12016,"20,000 and above","Four or more years","City",18897.8888888889,4.33333333333333,4.44444444444444,5.11111111111111,77,59,67,"50 to 74%","50 to 74%"
"Sweet Briar College",2018,336,21000,"Under 1,000","Four or more years","Suburb",549.444444444444,8.11111111111111,2.55555555555556,7.88888888888889,73.8888888888889,97,86.6666666666667,"75 to 100%","75 to 100%"
"Cornish College of the Arts",2018,625,41642,"Under 1,000","Four or more years","City",741.555555555556,3.44444444444444,5.66666666666667,10,63.8888888888889,65,68.7777777777778,"50 to 74%","75 to 100%"
"The Evergreen State College",2018,3018,7746,"1,000 - 4,999","Four or more years","Suburb",3933.44444444444,4.88888888888889,2.77777777777778,8.55555555555556,66.5555555555556,55,96.6666666666667,"50 to 74%","75 to 100%"
"Seattle Pacific University",2018,2876,42939,"1,000 - 4,999","Four or more years","City",3144.77777777778,4,10.5555555555556,9.11111111111111,62.4444444444444,67,81.2222222222222,"50 to 74%","75 to 100%"
"Seattle University",2018,4685,44610,"5,000 - 9,999","Four or more years","City",4592.66666666667,3.44444444444444,16.1111111111111,9.77777777777778,46.3333333333333,60,72.8888888888889,"50 to 74%","75 to 100%"
"University of Charleston",2018,1930,30900,"1,000 - 4,999","Four or more years","City",1483.44444444444,10,1,2.33333333333333,57.4444444444444,53,57.3333333333333,"50 to 74%","50 to 74%"
"Wheeling Jesuit University",2018,861,29290,"1,000 - 4,999","Four or more years","City",1025.22222222222,6.11111111111111,1,2.22222222222222,75.1111111111111,53,70.3333333333333,"50 to 74%","75 to 100%"
"Carroll University",2018,2901,31918,"1,000 - 4,999","Four or more years","City",3073.77777777778,1.55555555555556,3,6.22222222222222,83.2222222222222,65,78.4444444444444,"50 to 74%","50 to 74%"
"Edgewood College",2018,1488,29500,"1,000 - 4,999","Four or more years","City",1819.88888888889,2.88888888888889,2.55555555555556,5.55555555555556,80,71,74.5555555555556,"50 to 74%","50 to 74%"
"Maranatha Baptist University",2018,780,15410,"1,000 - 4,999","Four or more years","Town",906.333333333333,1.11111111111111,1.22222222222222,2.66666666666667,77.8888888888889,55,71.6666666666667,"50 to 74%","75 to 100%"
"Silver Lake College of the Holy Family",2018,346,28390,"Under 1,000","Four or more years","Town",429.666666666667,10,2.11111111111111,5,66.1111111111111,67,55.1111111111111,"50 to 74%","50 to 74%"
"Wisconsin Lutheran College",2018,1085,29725,"1,000 - 4,999","Four or more years","City",1017.55555555556,5.44444444444444,1.11111111111111,5.11111111111111,83,55,76.2222222222222,"50 to 74%","75 to 100%"
"University of Wisconsin-Platteville",2018,8123,7796,"5,000 - 9,999","Four or more years","Town",7778.33333333333,1.55555555555556,1,3,90.7777777777778,35,90.4444444444444,"25 to 49%","75 to 100%"
"University of Washington-Bothell Campus",2018,5401,11138,"5,000 - 9,999","Four or more years","Suburb",4286.77777777778,5.33333333333333,26.2222222222222,8.44444444444444,43.8888888888889,50,77.5555555555556,"50 to 74%","75 to 100%"
"Everglades University",2018,1921,17600,"1,000 - 4,999","Four or more years","City",1473,16.4444444444444,1.77777777777778,16.5555555555556,57.6666666666667,51,82.3333333333333,"50 to 74%","50 to 74%"
"Mt Sierra College",2018,130,15588,"Under 1,000","Four or more years","Suburb",409.555555555556,5.77777777777778,10.3333333333333,42.8888888888889,17.7777777777778,28,74.6666666666667,"25 to 49%","75 to 100%"
"Living Arts College",2018,243,16600,"Under 1,000","Four or more years","City",422.666666666667,52.4444444444444,1,6.22222222222222,33.8888888888889,58,90.3333333333333,"50 to 74%","75 to 100%"
"Embry-Riddle Aeronautical University-Worldwide",2018,10466,9360,"10,000 - 19,999","Four or more years","City",10148.7777777778,8.11111111111111,2.55555555555556,8.55555555555556,51.4444444444444,12,76.6666666666667,"0 to 24%","50 to 74%"
"New Hampshire Institute of Art",2018,283,28080,"Under 1,000","Four or more years","City",413.777777777778,0.888888888888889,0.777777777777778,6.33333333333333,69,69,60,"50 to 74%","25 to 49%"
"New Saint Andrews College",2018,160,12800,"Under 1,000","Four or more years","Town",150,0.5,1.33333333333333,1.83333333333333,50.8333333333333,55,84.3333333333333,"50 to 74%","75 to 100%"
"Central Methodist University-College of Graduate and Extended Studies",2018,3558,5760,"1,000 - 4,999","Four or more years","Town",3939.77777777778,3.11111111111111,0.555555555555556,1,86.4444444444444,67,33.75,"50 to 74%","0 to 24%"
"Ecclesia College",2018,217,15140,"Under 1,000","Four or more years","Rural",203.444444444444,9.55555555555556,1.11111111111111,7.88888888888889,61,40,51.3333333333333,"25 to 49%","50 to 74%"
"Visible Music College",2018,165,19500,"Under 1,000","Four or more years","City",122.111111111111,18.6666666666667,1,8.11111111111111,66.5555555555556,35,78.3333333333333,"25 to 49%","75 to 100%"
"Chamberlain University-Illinois",2018,15090,19375,"20,000 and above","Four or more years","Suburb",10876.8888888889,10.5555555555556,9.11111111111111,10.3333333333333,50.8888888888889,90,66.4444444444444,"75 to 100%","75 to 100%"
"Texas A&M University-San Antonio",2018,5703,8656,"5,000 - 9,999","Four or more years","Rural",4826.75,6.5,1.25,61.5,23.5,62,34.6666666666667,"50 to 74%","25 to 49%"
"Virginia International University",2018,49,10328,"Under 1,000","Four or more years","Suburb",68.3333333333333,0.333333333333333,5.66666666666667,0.333333333333333,1.33333333333333,37,35,"25 to 49%","50 to 74%"
"Ottawa University-Surprise",2018,598,27630,"Under 1,000","Four or more years","Suburb",598,19,2,20,50,43,47,"25 to 49%","25 to 49%"
"DeVry University-Georgia",2018,902,17545,"1,000 - 4,999","Four or more years","Suburb",1648.66666666667,54.1666666666667,2,5.5,23.1666666666667,55,85.1666666666667,"50 to 74%","75 to 100%"
"DeVry University-Illinois",2018,13068,17509,"10,000 - 19,999","Four or more years","City",15863.8333333333,19.6666666666667,3.5,14,46.6666666666667,58,83.3333333333333,"50 to 74%","75 to 100%"
"DeVry University-Ohio",2018,652,17621,"Under 1,000","Four or more years","City",1643.16666666667,20.3333333333333,1.66666666666667,3.16666666666667,64.6666666666667,43,88.8333333333333,"25 to 49%","75 to 100%"
"DeVry University-Virginia",2018,188,17759,"Under 1,000","Four or more years","City",458.666666666667,39.6666666666667,3.5,12.6666666666667,28,39,84.3333333333333,"25 to 49%","75 to 100%"
"Bethany Global University",2018,319,14270,"Under 1,000","Four or more years","City",256,3,1.25,2.25,75.5,73,86.25,"50 to 74%","75 to 100%"
"California Jazz Conservatory",2018,54,19100,"Under 1,000","Four or more years","City",56.25,7.5,4.75,7.5,75.75,35,100,"25 to 49%","75 to 100%"
"Chamberlain University-Nevada",2018,310,19375,"Under 1,000","Four or more years","City",257.75,11.5,29.75,17.75,30.75,79,85,"75 to 100%","50 to 74%"
"Hussian College-Relativity Campus California",2018,167,40100,"Under 1,000","Four or more years","City",147.25,10.5,10,14.25,52,65,81.75,"50 to 74%","75 to 100%"
"Arizona College-Las Vegas",2018,500,19764,"Under 1,000","Four or more years","City",329.333333333333,25.6666666666667,18.6666666666667,26.3333333333333,22,90,70.6666666666667,"75 to 100%","75 to 100%"
"Westcliff University",2018,470,8220,"1,000 - 4,999","Four or more years","City",469.5,4,1,2,1,37,56,"25 to 49%","50 to 74%"
"Medical Prep Institute of Tampa Bay",2018,245,NA,"Under 1,000","Four or more years","City",214,59,0,17.5,22,87,57.5,"75 to 100%","50 to 74%"
"Oikos University",2018,62,5250,"Under 1,000","Four or more years","City",62,0,47,0,0,53,43,"50 to 74%","25 to 49%"
"Union Bible College",2018,61,5900,"Under 1,000","Four or more years","Suburb",61,5,2,3,84,36,93,"25 to 49%","75 to 100%"
"Women's Institute of Torah Seminary",2018,72,9850,"Under 1,000","Four or more years","City",72,0,0,0,100,100,75,"75 to 100%","75 to 100%"
"Chamberlain University-Louisiana",2018,75,19375,"Under 1,000","Four or more years","Suburb",75,47,3,5,41,89,25,"75 to 100%","25 to 49%"
"Alabama A & M University",2017,5038,NA,"5,000 - 9,999","Four or more years","City",4551,93.2222222222222,0,0.666666666666667,2.66666666666667,54,70,"50 to 74%","75 to 100%"
"Judson College",2017,315,NA,"Under 1,000","Four or more years","Rural",337.888888888889,16.7777777777778,1.11111111111111,1.66666666666667,75.2222222222222,97,66.3333333333333,"75 to 100%","50 to 74%"
"Grand Canyon University",2017,49556,NA,"20,000 and above","Four or more years","City",38399.2222222222,17.8888888888889,3.33333333333333,14.5555555555556,42.1111111111111,74,58,"50 to 74%","50 to 74%"
"Arkansas State University-Main Campus",2017,9604,NA,"10,000 - 19,999","Four or more years","City",9852.44444444445,14.1111111111111,1,2.33333333333333,73.6666666666667,58,70.3333333333333,"50 to 74%","50 to 74%"
"Azusa Pacific University",2017,5671,NA,"5,000 - 9,999","Four or more years","Suburb",5908.33333333333,5,8.77777777777778,25.1111111111111,46.4444444444444,65,65.7777777777778,"50 to 74%","50 to 74%"
"California Baptist University",2017,7414,NA,"5,000 - 9,999","Four or more years","City",6024.77777777778,7.88888888888889,4.88888888888889,30.8888888888889,43.6666666666667,63,73.6666666666667,"50 to 74%","75 to 100%"
"California Institute of Technology",2017,961,NA,"1,000 - 4,999","Four or more years","City",976.777777777778,1.33333333333333,41.6666666666667,10.6666666666667,30.2222222222222,40,10.1111111111111,"25 to 49%","0 to 24%"
"California State University-Long Beach",2017,31566,NA,"20,000 and above","Four or more years","City",30887.7777777778,4,22.6666666666667,37.5555555555556,20.7777777777778,57,31.8888888888889,"50 to 74%","25 to 49%"
"University of California-Los Angeles",2017,31002,NA,"20,000 and above","Four or more years","City",29182.8888888889,3.11111111111111,30.7777777777778,19.5555555555556,28.7777777777778,56,20.1111111111111,"50 to 74%","0 to 24%"
"University of California-Santa Barbara",2017,22186,NA,"20,000 and above","Four or more years","Suburb",20424.4444444444,2.22222222222222,17.7777777777778,25.1111111111111,37.8888888888889,53,39.2222222222222,"50 to 74%","25 to 49%"
"California Institute of the Arts",2017,984,NA,"1,000 - 4,999","Four or more years","Suburb",960.222222222222,6,11.3333333333333,13,44.3333333333333,55,24.2222222222222,"50 to 74%","0 to 24%"
"California State University Maritime Academy",2017,1050,NA,"1,000 - 4,999","Four or more years","City",1006.11111111111,2.55555555555556,8.66666666666667,16.6666666666667,54.3333333333333,15,69.7777777777778,"0 to 24%","50 to 74%"
"Concordia University-Irvine",2017,1853,NA,"1,000 - 4,999","Four or more years","City",1810.22222222222,3.77777777777778,6.33333333333333,19.7777777777778,51.6666666666667,62,70,"50 to 74%","50 to 74%"
"Claremont McKenna College",2017,1338,NA,"1,000 - 4,999","Four or more years","Suburb",1308.88888888889,3.77777777777778,10.8888888888889,11.7777777777778,43.4444444444444,48,11.8888888888889,"25 to 49%","0 to 24%"
"Laguna College of Art and Design",2017,636,NA,"Under 1,000","Four or more years","Rural",538,1.66666666666667,16.8888888888889,16.7777777777778,47.7777777777778,63,47.2222222222222,"50 to 74%","25 to 49%"
"The Master's University and Seminary",2017,1344,NA,"1,000 - 4,999","Four or more years","Suburb",1222.88888888889,3.22222222222222,5.66666666666667,9.11111111111111,65,47,75.1111111111111,"25 to 49%","50 to 74%"
"Mills College",2017,761,NA,"1,000 - 4,999","Four or more years","City",883.666666666667,7.88888888888889,9.88888888888889,23.2222222222222,43,100,72.2222222222222,"75 to 100%","75 to 100%"
"San Diego State University",2017,30272,NA,"20,000 and above","Four or more years","City",27912.2222222222,4,13.7777777777778,29.4444444444444,35.6666666666667,55,33.6666666666667,"50 to 74%","25 to 49%"
"William Jessup University",2017,1204,NA,"1,000 - 4,999","Four or more years","Rural",1052.88888888889,5.44444444444444,3.55555555555556,16.3333333333333,65,59,66.3333333333333,"50 to 74%","50 to 74%"
"Santa Clara University",2017,5499,NA,"5,000 - 9,999","Four or more years","City",5372.11111111111,3.11111111111111,15.1111111111111,17.4444444444444,46.7777777777778,50,52.4444444444444,"50 to 74%","50 to 74%"
"Scripps College",2017,1065,NA,"1,000 - 4,999","Four or more years","Suburb",995.444444444444,3.77777777777778,15.2222222222222,10.2222222222222,52.5555555555556,100,31.7777777777778,"75 to 100%","25 to 49%"
